会社名,住所,電話番号
コーヒーハウス ソル 〜Coffee house SOL〜,兵庫県西宮市 松生町6-16 ハイネス夙川1F,0798-74-0528
FIVE-HALF,兵庫県西宮市 甲子園口3-17-13 2F,0798-63-5170
カサブランカクラブ 阪神西宮店,兵庫県西宮市 田中町5-1 向陽ビル1F,0798-23-0488
さくら亭,兵庫県西宮市 分銅町1-25 宮本マンション1F,0798-22-8666
焼鳥こにし,兵庫県西宮市 甲風園1-6-4 エステートイザワビル3F,0798-65-5519
ドゥ・プレジール,兵庫県西宮市 高松町10-3 美津馬ビル2F,0798-65-2112
Three Codes,兵庫県西宮市 櫨塚町1-14 光永ビルB1,0798-55-5184
Cafe Sanbankan 阪神今津駅店,兵庫県西宮市 今津曙町1-1 エキーマ今津1F,0798-23-4800
Piano CLUB,兵庫県西宮市 神楽町7-24 バローレ夙川B1,0798-26-1733
Bar Deepest River,兵庫県西宮市 甲風園1-7-6 パルシェビル2F,0798-67-7677
居酒屋 あかなす,兵庫県西宮市 松原町3-35 NRビル1F,0798-22-0772
COFFEE HOUSE FIELD,兵庫県西宮市 本町5-10 T＆S ビル 1F,0798-35-2981
一心 ぶたの助,兵庫県西宮市 甲子園口3-3-24 1F,0798-63-6877
千佳,兵庫県西宮市 新甲陽町4-5 コープ甲陽園1F,0798-74-2328
欧風料理 アジル,兵庫県西宮市 和上町1-6 マルシェ西宮2F,0798-38-4717
トラットリアイルモンド,兵庫県西宮市 門戸荘17-62 グリーンヒル門戸1F,0798-31-7882
麺屋いっちょう,兵庫県西宮市 段上町1-6-4 マンションみどり102,0798-39-7223
割烹つかさ,兵庫県西宮市 若松町3-17 グローバル夙川102,0798-42-7688
旬魚旬菜 たつあん,兵庫県西宮市 甲風園1-6-4 エステートイザワビル1F,0798-67-3060
BROCANTE COFFEE,兵庫県西宮市 神楽町11-20 イースト夙川1F,0798-77-5587
炭鶏焼 だいこくさん,兵庫県西宮市 津田町2-5 コーポ西宮1F,0798-38-8775
shot bar CIRCLE,兵庫県西宮市 羽衣町10-7 michelle shukugawa B1,0798-23-7129
炭火焼鳥専門店 250円均一 鳥伸 門戸店,兵庫県西宮市 下大市東町33-25,0798-54-2398
ROCK DINER SMOKIN’ BILLY,兵庫県西宮市 里中町2-4-15 小林ビル103,0798-40-1369
ショットパブ櫻,兵庫県西宮市 戸田町3-20 ゴールデンパレス3F,0798-26-2792
ルスード チェサピーク 西宮阪急店,兵庫県西宮市 高松町14-1 西宮阪急3F,0798-62-7386
焼きとり わびさび,兵庫県西宮市 甲子園口2-1-32 2F,0798-78-6363
SUBHI MAHAL 甲東園店,兵庫県西宮市 松籟荘10-9 プレ甲東園2F,0798-52-3867
ゆうゆう,兵庫県西宮市 馬場町4-4 いすず西宮1F,0798-26-7722
にわとりのすけ 西宮北口店,兵庫県西宮市 高松町10-3 美津馬ビル1F,0798-81-5174
串かつ ぼんぼり,兵庫県西宮市 羽衣町7-26 アルペジオ夙川1F,0798-38-1015
焼鳥よしおか,兵庫県西宮市 南越木岩町10-8 Keiビル苦楽園,0798-56-8119
good siphon coffee エビスタ西宮店,兵庫県西宮市 田中町1-6 エビスタ西宮 2F,0798-33-8327
大起水産まぐろダイニング エビスタ西宮店,兵庫県西宮市 田中町1-6 エビスタ西宮 1F,0798-31-1531
居酒屋 たわ家,兵庫県西宮市 甲子園口3-3-20 2F,0798-64-7188
もっこすラーメン 今津店,兵庫県西宮市 津門呉羽町2-33 エレガンスシャトーバリジャン 1F,0798-61-2297
おばんざい 花づくし,兵庫県西宮市 高松町10-5 原田ビル1F,0798-67-8008
NAGASAKIYA ROASTELY,兵庫県西宮市 門戸荘17-48 松本第一ビル,0798-52-0077
カフェ ココハネ,兵庫県西宮市 田中町4-9 あんのん館1F,0798-21-0535
旬味 すゞ喜,兵庫県西宮市 南越木岩町5-3 夙川ガーデンズ2F,0798-31-5666
ALMARE sea terrace,兵庫県西宮市 西波止町1-2 コンパスビルディング1F,0798-27-5426
Cobalt kitchen,兵庫県西宮市 柳本町7-34 パレ西宮2F,050-8883-4540
鶏白湯soba KIZUNA 西宮北口店,兵庫県西宮市 高松町10-3 美津馬ビル1F,0798-81-5174
ダイニングバーHIRO,兵庫県西宮市 北口町1 ACTA西宮東館1F,0798-65-1949
東京竹葉亭 西宮店,兵庫県西宮市鞍掛町5-1 白鷹禄水苑内,0798-37-3939
アルフェッカ 苦楽園店,兵庫県西宮市南越木岩町11-6 苦楽園エクセルビル2F,0798-71-5135
魚の巣 阪急西宮北口店,兵庫県西宮市北口町1 アクタ西宮西館1F,0798-68-0061
楽食亭,兵庫県西宮市戸田町4-7 西宮シティーコーポ1F,0798-34-4818
春日 西宮本店,兵庫県西宮市戸田町4-24 セントラルステージ寺田1F,0798-34-7171
自然薯とろろ丼専門店 黒十ヤ,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ1F,0798-31-0166
スパイスカレー＆エスニックバル アチャパンナ〜Accha Panna〜,兵庫県西宮市甲風園1-4-7 谷口ビル1F,079-867-5977
TO THE HERBS 〜阪急西宮ガーデンズ〜,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ4F,0798-62-4116
牛しゃぶ牛すき食べ放題 但馬屋 ららぽーと甲子園店,兵庫県西宮市甲子園八番町1-100 ららぽーと甲子園2F,0798-49-0500
中屋,兵庫県西宮市大井手町2-7 羽衣夙川サンライズビルB1,0798-72-2606
とらふぐ・蟹・鱧 玉福 西宮本店,兵庫県西宮市戸田町6-32 リバーサイドONE1F,0798-22-5529
松屋 西宮名塩SA店,兵庫県西宮市塩瀬町名塩白阪1252 中国自動車道上り線,0797-61-2230
松屋 関西学院大学店,兵庫県西宮市上ヶ原一番町1-155 ラウンジ棟1F,0798-31-3239
GON BURGER （ゴンバーガー） イオン西宮フードコート店,兵庫県西宮市林田町2-24 イオン西宮店B1,0798-68-6069
La Paysanne,兵庫県西宮市里中町2-1-9 稲上ビル1F,0798-41-2900
焼肉 きむら,兵庫県西宮市甲子園口2-17-20 三原ビル1F,0798-24-2589
スモキチ,兵庫県西宮市深津町3-19 KEマンション西宮1F,070-4001-9068
丸亀製麺 ららぽーと甲子園店,兵庫県西宮市甲子園八番町1-100 ららぽーと甲子園2F,0798-81-6699
IN THE GREEN GARDENS,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ4F,0798-67-3005
どうとんぼり神座 ららぽーと甲子園店,兵庫県西宮市甲子園八番町1-100 ららぽーと甲子園2F,0798-61-3777
串かつ かばごん,兵庫県西宮市石刎町7-7 ジュアン苦楽園1F,080-3769-3336
Mellow,兵庫県西宮市学文殿町1-8-25 甲子園マニンビル2F,070-8590-6510
KUA’AINA ららぽーと甲子園店,兵庫県西宮市甲子園八番町1-100 ららぽーと甲子園 2F,0798-61-5123
越後秘蔵麺 無尽蔵 コロワ甲子園店,兵庫県西宮市甲子園高潮町3-3 コロワ甲子園3F,0798-61-5448
COCOLOG KITCHEN,兵庫県西宮市甲子園三保町9-10 メゾン由比浜1F,0798-56-7257
串焼き黄金鶏夙川店,兵庫県西宮市羽衣町7-30 夙川グリーンタウンB1,0798-98-2290
Rocka Rolla,兵庫県西宮市甲子園八番町2-23 エトワール甲子園B1,0798-61-1566
サイゼリヤ Corowa甲子園店,兵庫県西宮市甲子園高潮町3-3 Corowa甲子園3F,0798-44-3933
味彩,兵庫県西宮市 甲子園五番町14-29 邉ビル1F,0798-43-3831
たてやま,兵庫県西宮市 甲風園1-1-7 北口グロウスビルB1,0798-63-2780
実演手打うどん杵屋 西宮フレンテ店,兵庫県西宮市 池田町11-1 フレンテ西宮B1,0798-32-8505
ステーキハウス神楽 苦楽園店,兵庫県西宮市 北名次町10-12 夙川サニーガーデン1F,0798-70-2983
寿し政,兵庫県西宮市 小松南町3-1-8 山崎マンション1F,0798-49-1500
ひのや,兵庫県西宮市 甲子園口3-21-6 パンティオン1F,0798-65-6139
あまのじゃく,兵庫県西宮市 池田町11-1 フレンテ西宮1F,0798-32-8555
IL Grato,兵庫県西宮市 二見町4-21 アルテック甲子園口1F,0798-66-7008
タリーズコーヒー 〜阪急西宮ガーデンズ〜,兵庫県西宮市 高松町14-2 阪急西宮ガーデンズ1F,0798-61-0080
名代とんかつ かつくら 西宮ガーデンズ店,兵庫県西宮市 高松町14-2 阪急西宮ガーデンズ4F,0798-61-0031
モンステラ,兵庫県西宮市 鳴尾町3-2-1 堀ビル2F,0798-43-2329
LIVE BAR Candy,兵庫県西宮市 松籟荘7-29 カマンザ甲東ビル 4F,0797-63-6806
カメリーノ,兵庫県西宮市 今津山中町6-33 山中ハイツ1F,0798-22-6652
Vivid,兵庫県西宮市 北口町1 アクタ西宮西館1F,0798-64-2020
ともや,兵庫県西宮市 小松南町1-6-10 前林ビル1F,0798-40-1552
a bientot,兵庫県西宮市 甲子園網引町3-16 ドール甲子園B1,0798-47-3339
鮨まつ本,兵庫県西宮市 樋之池町2-33 セルシェール苦楽園1F,0798-74-5499
BAR KEYAKI 欅,兵庫県西宮市 甲子園高潮町3-30 ノボテル甲子園1F,0798-45-3180
バガヴァッド,兵庫県西宮市 北名次町10-12 夙川サニーガーデンB1,0798-73-7630
Pool ＆ Darts Cafe Eddie Nishinomiya,兵庫県西宮市 中須佐町2-4 ルーチェ西宮1F,0798-36-6886
岡谷,兵庫県西宮市 門戸荘13-15 ラポール門戸2-202号,0798-54-2969
Amistad,兵庫県西宮市 石刎町5-2 ステア苦楽園B1,0798-70-0052
りん,兵庫県西宮市 津門呉羽町3-30 エクセ呉羽1F,0798-22-8806
ワインバー・ザザ,兵庫県西宮市 甲風園1-6-6 エクセル北口B1,0798-64-7808
いそむ,兵庫県西宮市 津門呉羽町2-3 レオン呉羽1F,0798-22-0665
立呑 優子3,兵庫県西宮市 甲子園口2-5-4 バウIIビル,0798-63-7141
ケ セラ セラ,兵庫県西宮市 甲子園口3-15-8 シャトル甲子園口,0798-63-2396
御料理 はた田,兵庫県西宮市 南越木岩町2-19 苦楽園ヴィラプレミエル1F,0798-74-8038
O’Kona,兵庫県西宮市 若松町3-2 デュオリビエール夙川2F,0798-70-7057
阪急ベーカリー＆カフェ 西宮北口店,兵庫県西宮市 高松町6-20 阪急電鉄西宮北口駅構内,0798-63-8157
シャンブル ド イチカワ,兵庫県西宮市 羽衣町7-30 夙川グリーンタウン1F,0798-34-2188
さち福や ららぽーと甲子園店,兵庫県西宮市 甲子園八番町1-100 ららぽーと甲子園2F,0798-81-4448
鳴尾山芋研究所 フラットブッシュ,兵庫県西宮市 池開町1-35-B 木田ビル1F,0798-24-2054
炙り焼肉G,兵庫県西宮市 南昭和町9-8 北口パールビル3F,0798-31-5929
SOUP STOCK TOKYO 西宮ガーデンズ店,兵庫県西宮市 高松町14-2 阪急西宮ガーデンズ1F,0798-39-7486
はっぱや 鳴尾店,兵庫県西宮市 鳴尾町1-21-9 グレース鳴尾1F,0798-45-5356
樹,兵庫県西宮市 甲子園洲鳥町6-17 カサ甲子園1-F,0798-49-8232
artcoffeeゑ,兵庫県西宮市 馬場町1-22 サンク西宮ビル3F,0798-36-7000
焼肉 たじま屋 西宮店,兵庫県西宮市 六湛寺町1-11 1F,0798-26-4129
割烹そば 神田 阪急西宮ガーデンズ店,兵庫県西宮市 高松町14-2 阪急西宮ガーデンズ4F,0798-68-0068
えびのや ららぽーと甲子園店,兵庫県西宮市 甲子園八番町1-100 ららぽーと甲子園2F,0798-40-8787
上島珈琲 本店,兵庫県西宮市 南越木岩町6-12 リーストラクチャー苦楽園1F,0798-75-6605
咲菜 JR西宮駅店,兵庫県西宮市 池田町9-3 JR西宮駅南口,0798-39-1233
クレープリー カフェ シュクレ 西宮ガーデンズ店,兵庫県西宮市 高松町14-2 阪急西宮ガーデンズ1F,0798-68-5052
mapa,兵庫県西宮市 上大市1-10-9 CASA ESPIRAL1F,0798-52-9833
KALDI COFFEE FARM CAFE＆BAR 阪急西宮ガーデンズ店,兵庫県西宮市 高松町14-2 阪急西宮ガーデンズ1F,0798-67-8520
ゆげ焙煎所,兵庫県西宮市 櫨塚町3-10 西宝ビル 1F,0798-20-8301
夙川さくら亭,兵庫県西宮市 西田町6-3 阪急夙川サンらいふ,0798-36-4888
ホリーズカフェ イオン西宮店,兵庫県西宮市 林田町2-24 イオン西宮店1F,0798-69-2520
うまいもん屋 晴,兵庫県西宮市 松籟荘11-23 アヴァンセ甲東3F,0798-52-8634
新宿さぼてん ららぽーと甲子園店,兵庫県西宮市 甲子園八番町1-100 ららぽーと甲子園2F,0798-61-2646
くし菜 西宮北口店,兵庫県西宮市 甲風園1-9-8 睦ビル1F,0798-66-2262
TOOTH TOOTH PATISSERIE＆CAFE 阪急西宮ガーデンズ店,兵庫県西宮市 高松町14-2 阪急西宮ガーデンズ2F,0798-78-5820
caFe ROG in,兵庫県西宮市 里中町1-6-14 里中ビル1F,0798-27-5831
星乃珈琲店 コロワ甲子園店,兵庫県西宮市 甲子園高潮町3-3 コロワ甲子園 2F,0798-56-8183
中国料理 ファーロン,兵庫県西宮市 津門呉羽町1-3 井上ビル1F,0798-81-3140
Dante,兵庫県西宮市 石刎町7-7 ジュアン苦楽園1F,0798-61-4501
こめらく 贅沢なお茶漬け日和。 阪急西宮ガーデンズ店,兵庫県西宮市 高松町14-2 阪急西宮ガーデンズ4F,0798-31-5365
喫茶 ベリー,兵庫県西宮市 羽衣町7-30 夙川グリーンタウンB1,0798-61-1294
kantaro moim’s,兵庫県西宮市 菊谷町13-20 エム苦楽園1F,0798-71-3050
焼肉 勝っちゃん 今津駅前店,兵庫県西宮市 津門呉羽町1-30 万グループビル1F,0798-42-8777
阪森鶏輔,兵庫県西宮市 樋之池町24-16 アドール苦楽園1F,0798-73-3912
BEANS,兵庫県西宮市 川西町2-35 セントリバーガーデン1F,0798-23-7450
河童,兵庫県西宮市 羽衣町10-21 夙川KSビル3 B1,0798-32-3327
イタリアンバール バルザル 西宮北口店,兵庫県西宮市甲風園1-8-11 エビータの森1F,0798-62-4136
餃子の王将 ビエラ甲子園口店,兵庫県西宮市甲子園口2-1-37 ビエラ甲子園口2F,0798-56-7555
ストロベリーフィールド,兵庫県西宮市鳴尾町1-3-21 H2O鳴尾ビル2F,0798-31-1430
韓国居酒屋 ENG パッサン 西宮北口店,兵庫県西宮市甲風園1-5-4 はつせビル1F,0798-81-5708
BIGUP！,兵庫県西宮市甲子園三保町3-16 花鳥風月ビルB1,0798-41-9696
中国菜園 雪月花,兵庫県西宮市北口町1-1 アクタ西宮西館1F,0798-67-2929
鰻の成瀬 西宮北口店,兵庫県西宮市北口町1-1 ACTA西宮西館1F,070-2432-7682
きづいち,兵庫県西宮市 北口町1-1 アクタ西宮西館1F,0798-66-1023
珈琲館 甲子園口店,兵庫県西宮市 甲子園口2-1-6 安藤ビル1F,0798-67-7655
まめや 総本店,兵庫県西宮市 相生町7-3 夙川第一ビル1F,0798-71-8800
なか野,兵庫県西宮市 甲風園1-4-16 カームプラザ北口 1F,0798-67-5005
はらぐち,兵庫県西宮市 甲子園六番町2-9 六番館1F,0798-41-5963
珈琲春秋Kobe 西宮北口店,兵庫県西宮市 北口町1-2 アクタ西宮東館2F,0798-31-5944
Loffel 鳴尾浜店,兵庫県西宮市 鳴尾浜1-1-3 鳴尾浜温泉 熊野の郷内,0798-44-4501
ニューミュンヘン 西宮ガーデンズ店,兵庫県西宮市 高松町14-2 阪急西宮ガーデンズモール1F,0798-66-6004
Cafe ＆ bar K’s,兵庫県西宮市 名次町4-12 むくの木ビル2F,0798-74-7820
カレーハウス ビーホット,兵庫県西宮市 北口町1-1 アクタ西宮西館1F,0798-66-7777
vivo イタリア食堂,兵庫県西宮市 二見町3-16 サンエイ第2ビル2F,0798-66-8878
鮓 道喜,兵庫県西宮市 上甲子園1-2-5 サンハイム上甲子園101,0798-81-3937
名次珈琲店,兵庫県西宮市 名次町4-12 むくの木ビル 2F,0798-75-1366
美椿,兵庫県西宮市 甲子園六番町15-20 メゾン甲子園六番町1F,0798-47-7798
タオカ コーヒー,兵庫県西宮市 樋之池町22-24 北夙川STビル 1F,0798-73-1152
さくら,兵庫県西宮市 山口町下山口1-10-6 甲南コーポ1F,078-904-0099
ワイン食堂 コクリコ,兵庫県西宮市 甲風園1-7-13 エトールVビル1F,0798-62-9839
とんかつかつ喜西宮北口店,兵庫県西宮市 北口町1-1 アクタ西宮西館132号,0798-42-7266
WINE BAR HORYS,兵庫県西宮市 名次町4-12 むくの木ビル1F,0798-61-5551
Sonoma American Wine Bar,兵庫県西宮市 甲子園口2-1-35 うはら駅前ビル,0798-66-9670
博多もつ鍋 やまや 西宮ガーデンズ店,兵庫県西宮市 高松町14-2 第2亀屋酒販ビル208,0798-63-8081
焼肉 紅炎亭,兵庫県西宮市 南越木岩町13-30 苦楽園グリーンハイツ104号,0798-73-1117
hippomaro,兵庫県西宮市 上甲東園3-8-4 福田ビル2F,0798-27-0294
Cafe de Parfait,兵庫県西宮市 南越木岩町15-1 ルーブルコート苦楽園BF‐B,0798-56-8133
プチ愛蓮,兵庫県西宮市 門戸荘12-14 いかりスーパー門戸店 B1,0798-53-2578
Bar Estate,兵庫県西宮市 鳴尾町1-3-21 エムズ鳴尾ビル4F,0798-31-7807
ごろちゃん餃子,兵庫県西宮市 高須町1-1-2 メルカードむこがわ147区画,0798-55-2687
もへじ,兵庫県西宮市下大市東町33-22 れじでんしあ門戸2,0798-57-3233
ニュー松坂 西宮北口店,兵庫県西宮市高松町8-25 阪急西宮ガーデンズプラス館1F,0798-58-0161
YEBISU BAR 阪急西宮ガーデンズ ゲート館店,兵庫県西宮市高松町5-22 阪急西宮ガーデンズゲート館1F,050-1807-6313
常夜燈,兵庫県西宮市甲風園1-5-24 エスバイエル西宮B1,0798-64-6900
居楽屋白木屋 阪神甲子園駅前店,兵庫県西宮市甲子園7番町1-27 甲子園アルカス2F,0798-43-4088
創作串揚げ べにゑ 西宮北口店,兵庫県西宮市高松町8-25 阪急西宮ガーデンズプラス館1F,0798-31-2226
あぶり鳥焼肉BANBAN 西宮北口店,兵庫県西宮市甲風園1-6-9 幸風ビルスクエヤー甲風B1,0798-64-5775
浪花串家物語 阪急西宮ガーデンズ店,兵庫県西宮市高松町14-2 阪急西宮ガーデンズダイニングレジデンス4F,0798-62-4173
信州そば処 そじ坊 西宮アクタ店,兵庫県西宮市 北口町1-1 アクタ西宮西館1F118,0798-65-0288
アフタヌーンティー ティールーム 阪神百貨店西宮店,兵庫県西宮市 田中町1-26 阪神百貨店西宮店 2F,0798-37-1291
タリーズコーヒー 兵庫医科大学病院店,兵庫県西宮市 武庫川町1-1 1号館 附属棟3F,0798-44-0360
山谷,兵庫県西宮市 甲子園口3-21-5 エムロード甲子園口1F,0798-64-2800
ドロップイン,兵庫県西宮市 甲風園1-6-9 スクエヤー甲風ビル2F,0798-64-0023
珈琲館 アクタ西宮北口店,兵庫県西宮市 北口町1-1 アクタ西宮西館2FW-213,0798-62-1072
ニュータージマハルエベレスト 門戸厄神店,兵庫県西宮市 下大市東町13-8 門戸グリーンビル1F,0798-53-7773
INTIRAYMI,兵庫県西宮市 戸田町5-31 セレニテ西宮壱番館2F,0798-31-3416
Dartmouth Club,兵庫県西宮市 甲子園口北町1-22 ラックス2番館B1,0798-66-4911
まるみ,兵庫県西宮市 池田町11-1 フレンテ西宮1F 外店舗,0798-32-8595
